epoch,train_loss,val_loss,seconds,method,max_h
1,0.695711052697059,0.5081009157001972,111.66595244407654,safeobjworld_r_no_stress,10
2,0.5970251007545981,0.49026421969756484,115.54323935508728,safeobjworld_r_no_stress,10
3,0.5770192874274249,0.4879323854111135,115.91001033782959,safeobjworld_r_no_stress,10
4,0.563939721491615,0.4735359149053693,113.77983260154724,safeobjworld_r_no_stress,10
5,0.5552440571820629,0.474081601947546,113.9543068408966,safeobjworld_r_no_stress,10
6,0.5483512452628059,0.4780746619217098,111.76935076713562,safeobjworld_r_no_stress,10
7,0.5416543357898802,0.47269105864688754,114.82679557800293,safeobjworld_r_no_stress,10
8,0.5363224180543411,0.47411502432078123,109.57383847236633,safeobjworld_r_no_stress,10
9,0.5306291105680665,0.4723324100486934,113.95999026298523,safeobjworld_r_no_stress,10
10,0.5271197780298212,0.46873520920053124,113.16104435920715,safeobjworld_r_no_stress,10
