epoch,train_loss,val_loss,seconds,method,max_h
1,0.5273905477965075,0.37848403165116906,93.1788477897644,convlstm_base,5
2,0.44206750982922965,0.36258204467594624,98.9841058254242,convlstm_base,5
3,0.42457274999298006,0.3540730157401413,97.13732957839966,convlstm_base,5
4,0.41396441505484377,0.35238302149809897,95.3271131515503,convlstm_base,5
5,0.4061916931695262,0.3522393056191504,96.97363543510437,convlstm_base,5
6,0.39982593284566537,0.35080906632356346,97.97748732566833,convlstm_base,5
7,0.3942872032001752,0.34503403678536415,96.96482229232788,convlstm_base,5
8,0.3889668864055672,0.3558858728501946,96.71508502960205,convlstm_base,5
9,0.3840879834708149,0.34542056755162776,97.76230144500732,convlstm_base,5
10,0.37966078153466654,0.34864360583014786,97.25926327705383,convlstm_base,5
