epoch,train_loss,val_loss,seconds,method,max_h
1,0.5793544071045589,0.384532380849123,122.8100254535675,safeobjworld_r_no_split,5
2,0.4798967876432131,0.3709868877194822,130.10901522636414,safeobjworld_r_no_split,5
3,0.45835656558830656,0.3645878287497908,127.47066569328308,safeobjworld_r_no_split,5
4,0.4455093944764269,0.35831222916021943,129.41916012763977,safeobjworld_r_no_split,5
5,0.4367673120583179,0.3600645260885358,131.95725870132446,safeobjworld_r_no_split,5
6,0.4312942110509723,0.35734924115240574,127.01809406280518,safeobjworld_r_no_split,5
7,0.4252203192225697,0.35159311071038246,128.44315004348755,safeobjworld_r_no_split,5
8,0.42093252007803206,0.3520381625276059,127.56795310974121,safeobjworld_r_no_split,5
9,0.41679091884670555,0.35340666281990707,132.2206325531006,safeobjworld_r_no_split,5
10,0.41321293464956144,0.35134951886720955,128.83496618270874,safeobjworld_r_no_split,5
