epoch,train_loss,val_loss,seconds,method,max_h
1,1.1530634669199393,1.1086621908470988,123.02891564369202,safeobjworld_r_image_only,5
2,1.0908461409598644,1.1017924509942532,125.88170766830444,safeobjworld_r_image_only,5
3,1.0673541224134562,1.045534254051745,127.55091452598572,safeobjworld_r_image_only,5
4,1.0435025600877694,1.0291293058544397,127.6573793888092,safeobjworld_r_image_only,5
5,1.0208281889475512,1.0474964519962668,126.69136214256287,safeobjworld_r_image_only,5
6,1.004084119206195,1.0351878693327308,124.12081122398376,safeobjworld_r_image_only,5
7,0.9876845542677639,1.0106291137635708,122.65787029266357,safeobjworld_r_image_only,5
8,0.9754724787414403,1.0184632036834955,125.69221663475037,safeobjworld_r_image_only,5
9,0.9631201500831168,1.0634526759386063,128.51767373085022,safeobjworld_r_image_only,5
10,0.9523410494156306,1.0453551188111305,127.89257311820984,safeobjworld_r_image_only,5
