epoch,train_loss,val_loss,seconds,method,max_h
1,0.6929862185762982,0.5030901022255421,136.3198573589325,convlstm_stress,10
2,0.6028438449975619,0.49411908257752657,156.4599575996399,convlstm_stress,10
3,0.5846445493303529,0.5213525258004665,156.83889079093933,convlstm_stress,10
4,0.5709698281937083,0.47646963549777865,145.43938541412354,convlstm_stress,10
5,0.5602878416820632,0.4846229893155396,153.938809633255,convlstm_stress,10
6,0.5529886140364593,0.4810428968630731,157.10116291046143,convlstm_stress,10
7,0.5457767890849832,0.48087176587432623,151.53361010551453,convlstm_stress,10
8,0.5381399230847687,0.47691653203219175,153.5741002559662,convlstm_stress,10
9,0.5324474034732503,0.47757466277107596,155.5793571472168,convlstm_stress,10
10,0.5271957025511315,0.4749397283885628,155.4716682434082,convlstm_stress,10
