epoch,train_loss,val_loss,seconds,method,max_h
1,1.06976492667286,1.0183488316833973,122.2123122215271,object_token_det,5
2,0.8592561695237625,0.7462064698338509,122.56316137313843,object_token_det,5
3,0.7286304751098924,0.7087221117690206,117.51926875114441,object_token_det,5
4,0.6742904856938244,0.6786708515137434,117.31241178512573,object_token_det,5
5,0.637696662303712,0.6921797040849924,117.70808053016663,object_token_det,5
6,0.6096644574436694,0.6295243646018207,121.5424451828003,object_token_det,5
7,0.5942599848598845,0.6252388684079051,120.28003430366516,object_token_det,5
8,0.5782541991871804,0.6362672653049231,118.69747948646545,object_token_det,5
9,0.5644777000883446,0.622192298527807,122.90327668190002,object_token_det,5
10,0.5468048230774055,0.6441375138238072,124.3081316947937,object_token_det,5
