epoch,train_loss,val_loss,seconds,method,max_h
1,0.7053815815764909,0.5095442575402558,146.21558618545532,safeobjworld_r_mask_only,10
2,0.625804660624545,0.4943482209928334,163.18801140785217,safeobjworld_r_mask_only,10
3,0.6106655330565254,0.4897887553088367,164.6419062614441,safeobjworld_r_mask_only,10
4,0.6011669389450419,0.4910304844379425,168.27919340133667,safeobjworld_r_mask_only,10
5,0.5932791701936769,0.47955006919801235,164.25209999084473,safeobjworld_r_mask_only,10
6,0.5865172552741537,0.47734880819916725,160.60687351226807,safeobjworld_r_mask_only,10
7,0.5799857211315026,0.47844603657722473,166.7877106666565,safeobjworld_r_mask_only,10
8,0.5748849653769823,0.4753505866974592,155.68481278419495,safeobjworld_r_mask_only,10
9,0.5714131497879209,0.4720347048714757,164.20893335342407,safeobjworld_r_mask_only,10
10,0.565669861741936,0.46965135680511594,165.46538662910461,safeobjworld_r_mask_only,10
