epoch,train_loss,val_loss,seconds,method,max_h
1,1.0837277024835794,0.9945204956457019,135.23514652252197,object_token_no_geom,10
2,1.026759759497904,0.9949157545343041,139.53711771965027,object_token_no_geom,10
3,1.009623161163311,0.9889112468808889,141.27761960029602,object_token_no_geom,10
4,0.9899870806177734,0.9939523655921221,134.99025964736938,object_token_no_geom,10
5,0.9654200366463286,1.0162914944812655,135.19679617881775,object_token_no_geom,10
6,0.9416145564076432,1.0218634214252234,137.37062406539917,object_token_no_geom,10
7,0.9161507449858448,1.037747910246253,137.01469206809998,object_token_no_geom,10
8,0.8919468643301625,1.0464916499331594,139.6283576488495,object_token_no_geom,10
9,0.8664842742390314,1.0389683190733194,137.1389718055725,object_token_no_geom,10
10,0.8475486891100913,1.059284606948495,137.67266249656677,object_token_no_geom,10
