method,stress,max_h,h,iou,boundary_f,jf,ops,vanish,hallucination,split,mce,uncertainty,uec,ece_iou50,n_samples
copy_last,clean,10,9,0.3456074490649607,0.4050017152541791,0.3753045821595699,0.7892768079800498,0.0900872817955112,0.0124688279301745,0.4809850374064838,0.0,0.0,,0.7116583585739136,3208
copy_last,clean,10,10,0.3281604542604099,0.3846296882386057,0.3563950712495078,0.7711970074812967,0.101932668329177,0.0130922693266832,0.4809850374064838,0.0,0.0,,0.7375311851501465,3208
copy_last,distractor,10,1,0.7253633906523769,0.8940428703268058,0.8097031304895914,0.9663341645885288,0.0149625935162094,0.0021820448877805,0.4809850374064838,0.0,0.0,,0.1324812769889831,3208
copy_last,distractor,10,2,0.6146190030053352,0.7614811853907566,0.688050094198046,0.9445137157107232,0.0255610972568578,0.0037406483790523,0.4809850374064838,0.0,0.0,,0.2677680850028991,3208
copy_last,distractor,10,3,0.5427214721374074,0.6647602946424659,0.6037408833899366,0.9205112219451372,0.03428927680798,0.0052992518703241,0.4809850374064838,0.0,0.0,,0.3993142247200012,3208
copy_last,distractor,10,4,0.4906480256115743,0.5916863071212423,0.5411671663664083,0.9008728179551122,0.0414588528678304,0.0071695760598503,0.4809850374064838,0.0,0.0,,0.4875311851501465,3208
copy_last,distractor,10,5,0.4504816734469928,0.5357646920110787,0.4931231827290357,0.8809226932668329,0.048004987531172,0.0087281795511221,0.4809850374064838,0.0,0.0,,0.5489401817321777,3208
copy_last,distractor,10,6,0.4175666076462942,0.4935151920951122,0.4555408998707032,0.8581670822942643,0.0589152119700748,0.0099750623441396,0.4809850374064838,0.0,0.0,,0.6013092398643494,3208
copy_last,distractor,10,7,0.3897266434830365,0.4580968809849798,0.4239117622340081,0.8379052369077307,0.0654613466334164,0.0105985037406483,0.4809850374064838,0.0,0.0,,0.6421446800231934,3208
copy_last,distractor,10,8,0.3659023652495854,0.4286583111894924,0.3972803382195389,0.8117206982543641,0.0769950124688279,0.0115336658354114,0.4809850374064838,0.0,0.0,,0.6783041954040527,3208
copy_last,distractor,10,9,0.3456074490649607,0.4050017152541791,0.3753045821595699,0.7892768079800498,0.0900872817955112,0.0124688279301745,0.4809850374064838,0.0,0.0,,0.7116583585739136,3208
copy_last,distractor,10,10,0.3281604542604099,0.3846296882386057,0.3563950712495078,0.7711970074812967,0.101932668329177,0.0130922693266832,0.4809850374064838,0.0,0.0,,0.7375311851501465,3208
copy_last,frame_drop,10,1,0.7253633906523769,0.8940428703268058,0.8097031304895914,0.9663341645885288,0.0149625935162094,0.0021820448877805,0.4809850374064838,0.0,0.0,,0.1324812769889831,3208
copy_last,frame_drop,10,2,0.6146190030053352,0.7614811853907566,0.688050094198046,0.9445137157107232,0.0255610972568578,0.0037406483790523,0.4809850374064838,0.0,0.0,,0.2677680850028991,3208
copy_last,frame_drop,10,3,0.5427214721374074,0.6647602946424659,0.6037408833899366,0.9205112219451372,0.03428927680798,0.0052992518703241,0.4809850374064838,0.0,0.0,,0.3993142247200012,3208
copy_last,frame_drop,10,4,0.4906480256115743,0.5916863071212423,0.5411671663664083,0.9008728179551122,0.0414588528678304,0.0071695760598503,0.4809850374064838,0.0,0.0,,0.4875311851501465,3208
copy_last,frame_drop,10,5,0.4504816734469928,0.5357646920110787,0.4931231827290357,0.8809226932668329,0.048004987531172,0.0087281795511221,0.4809850374064838,0.0,0.0,,0.5489401817321777,3208
copy_last,frame_drop,10,6,0.4175666076462942,0.4935151920951122,0.4555408998707032,0.8581670822942643,0.0589152119700748,0.0099750623441396,0.4809850374064838,0.0,0.0,,0.6013092398643494,3208
copy_last,frame_drop,10,7,0.3897266434830365,0.4580968809849798,0.4239117622340081,0.8379052369077307,0.0654613466334164,0.0105985037406483,0.4809850374064838,0.0,0.0,,0.6421446800231934,3208
copy_last,frame_drop,10,8,0.3659023652495854,0.4286583111894924,0.3972803382195389,0.8117206982543641,0.0769950124688279,0.0115336658354114,0.4809850374064838,0.0,0.0,,0.6783041954040527,3208
copy_last,frame_drop,10,9,0.3456074490649607,0.4050017152541791,0.3753045821595699,0.7892768079800498,0.0900872817955112,0.0124688279301745,0.4809850374064838,0.0,0.0,,0.7116583585739136,3208
copy_last,frame_drop,10,10,0.3281604542604099,0.3846296882386057,0.3563950712495078,0.7711970074812967,0.101932668329177,0.0130922693266832,0.4809850374064838,0.0,0.0,,0.7375311851501465,3208
copy_last,lowlight,10,1,0.7253633906523769,0.8940428703268058,0.8097031304895914,0.9663341645885288,0.0149625935162094,0.0021820448877805,0.4809850374064838,0.0,0.0,,0.1324812769889831,3208
copy_last,lowlight,10,2,0.6146190030053352,0.7614811853907566,0.688050094198046,0.9445137157107232,0.0255610972568578,0.0037406483790523,0.4809850374064838,0.0,0.0,,0.2677680850028991,3208
copy_last,lowlight,10,3,0.5427214721374074,0.6647602946424659,0.6037408833899366,0.9205112219451372,0.03428927680798,0.0052992518703241,0.4809850374064838,0.0,0.0,,0.3993142247200012,3208
copy_last,lowlight,10,4,0.4906480256115743,0.5916863071212423,0.5411671663664083,0.9008728179551122,0.0414588528678304,0.0071695760598503,0.4809850374064838,0.0,0.0,,0.4875311851501465,3208
copy_last,lowlight,10,5,0.4504816734469928,0.5357646920110787,0.4931231827290357,0.8809226932668329,0.048004987531172,0.0087281795511221,0.4809850374064838,0.0,0.0,,0.5489401817321777,3208
copy_last,lowlight,10,6,0.4175666076462942,0.4935151920951122,0.4555408998707032,0.8581670822942643,0.0589152119700748,0.0099750623441396,0.4809850374064838,0.0,0.0,,0.6013092398643494,3208
copy_last,lowlight,10,7,0.3897266434830365,0.4580968809849798,0.4239117622340081,0.8379052369077307,0.0654613466334164,0.0105985037406483,0.4809850374064838,0.0,0.0,,0.6421446800231934,3208
copy_last,lowlight,10,8,0.3659023652495854,0.4286583111894924,0.3972803382195389,0.8117206982543641,0.0769950124688279,0.0115336658354114,0.4809850374064838,0.0,0.0,,0.6783041954040527,3208
copy_last,lowlight,10,9,0.3456074490649607,0.4050017152541791,0.3753045821595699,0.7892768079800498,0.0900872817955112,0.0124688279301745,0.4809850374064838,0.0,0.0,,0.7116583585739136,3208
copy_last,lowlight,10,10,0.3281604542604099,0.3846296882386057,0.3563950712495078,0.7711970074812967,0.101932668329177,0.0130922693266832,0.4809850374064838,0.0,0.0,,0.7375311851501465,3208
copy_last,noise,10,1,0.7253633906523769,0.8940428703268058,0.8097031304895914,0.9663341645885288,0.0149625935162094,0.0021820448877805,0.4809850374064838,0.0,0.0,,0.1324812769889831,3208
copy_last,noise,10,2,0.6146190030053352,0.7614811853907566,0.688050094198046,0.9445137157107232,0.0255610972568578,0.0037406483790523,0.4809850374064838,0.0,0.0,,0.2677680850028991,3208
copy_last,noise,10,3,0.5427214721374074,0.6647602946424659,0.6037408833899366,0.9205112219451372,0.03428927680798,0.0052992518703241,0.4809850374064838,0.0,0.0,,0.3993142247200012,3208
copy_last,noise,10,4,0.4906480256115743,0.5916863071212423,0.5411671663664083,0.9008728179551122,0.0414588528678304,0.0071695760598503,0.4809850374064838,0.0,0.0,,0.4875311851501465,3208
copy_last,noise,10,5,0.4504816734469928,0.5357646920110787,0.4931231827290357,0.8809226932668329,0.048004987531172,0.0087281795511221,0.4809850374064838,0.0,0.0,,0.5489401817321777,3208
copy_last,noise,10,6,0.4175666076462942,0.4935151920951122,0.4555408998707032,0.8581670822942643,0.0589152119700748,0.0099750623441396,0.4809850374064838,0.0,0.0,,0.6013092398643494,3208
copy_last,noise,10,7,0.3897266434830365,0.4580968809849798,0.4239117622340081,0.8379052369077307,0.0654613466334164,0.0105985037406483,0.4809850374064838,0.0,0.0,,0.6421446800231934,3208
copy_last,noise,10,8,0.3659023652495854,0.4286583111894924,0.3972803382195389,0.8117206982543641,0.0769950124688279,0.0115336658354114,0.4809850374064838,0.0,0.0,,0.6783041954040527,3208
copy_last,noise,10,9,0.3456074490649607,0.4050017152541791,0.3753045821595699,0.7892768079800498,0.0900872817955112,0.0124688279301745,0.4809850374064838,0.0,0.0,,0.7116583585739136,3208
copy_last,noise,10,10,0.3281604542604099,0.3846296882386057,0.3563950712495078,0.7711970074812967,0.101932668329177,0.0130922693266832,0.4809850374064838,0.0,0.0,,0.7375311851501465,3208
copy_last,occlusion,10,1,0.5243861494763589,0.7888171262571376,0.6566016378667482,0.955423940149626,0.0168329177057356,0.0018703241895261,0.8001870324189526,0.0,0.0,,0.3569201827049255,3208
copy_last,occlusion,10,2,0.4431165453776395,0.6745587679278565,0.558837656652748,0.92643391521197,0.0283665835411471,0.0037406483790523,0.8001870324189526,0.0,0.0,,0.5776184797286987,3208
copy_last,occlusion,10,3,0.3914204139608651,0.5931052410501763,0.4922628275055207,0.8996259351620948,0.0383416458852867,0.0052992518703241,0.8001870324189526,0.0,0.0,,0.6954488754272461,3208
copy_last,occlusion,10,4,0.3543513630706058,0.5324191169331594,0.4433852400018825,0.8721945137157108,0.0455112219451371,0.006857855361596,0.8001870324189526,0.0,0.0,,0.7662094831466675,3208
copy_last,occlusion,10,5,0.3252478951037695,0.4848494769416522,0.4050486860227109,0.8469451371571073,0.0545511221945137,0.0087281795511221,0.8001870324189526,0.0,0.0,,0.8107855319976807,3208
copy_last,occlusion,10,6,0.3019981235846634,0.4484359068407407,0.3752170152127021,0.8223192019950125,0.0657730673316708,0.0099750623441396,0.8001870324189526,0.0,0.0,,0.8403990268707275,3208
copy_last,occlusion,10,7,0.2827644275893707,0.4177563663858491,0.3502603969876099,0.7961346633416458,0.0726309226932668,0.0105985037406483,0.8001870324189526,0.0,0.0,,0.8609725832939148,3208
copy_last,occlusion,10,8,0.2657997554877591,0.3909567112522421,0.3283782333700006,0.7674563591022444,0.0869700748129675,0.0115336658354114,0.8001870324189526,0.0,0.0,,0.8818578720092773,3208
copy_last,occlusion,10,9,0.251209555219163,0.3693656936253329,0.310287624422248,0.7375311720698254,0.1006857855361596,0.0124688279301745,0.8001870324189526,0.0,0.0,,0.893391489982605,3208
copy_last,occlusion,10,10,0.2384884593902539,0.3515312603227413,0.2950098598564977,0.7125935162094763,0.1168952618453865,0.0130922693266832,0.8001870324189526,0.0,0.0,,0.9049251675605774,3208
copy_last,blur,5,1,0.7252137853728934,0.8932243461124351,0.8092190657426642,0.9669232962646136,0.0145423438836612,0.0022811519817507,0.4781864841745081,0.0,0.0,,0.1340177059173584,3507
copy_last,blur,5,2,0.6143932727315377,0.7606145497496986,0.6875039112406182,0.9455374964357,0.0245223838038209,0.003706871970345,0.4781864841745081,0.0,0.0,,0.2706016302108764,3507
copy_last,blur,5,3,0.5425747018731429,0.6637367799055733,0.6031557408893582,0.9204448246364414,0.0339321357285429,0.0051325919589392,0.4781864841745081,0.0,0.0,,0.3977758884429931,3507
copy_last,blur,5,4,0.4906277328865963,0.5909672286703824,0.5407974807784893,0.8990590248075278,0.0427715996578272,0.0065583119475335,0.4781864841745081,0.0,0.0,,0.4836041927337646,3507
copy_last,blur,5,5,0.4504736714855806,0.5352168536453579,0.4928452625654692,0.8779583689763331,0.0513259195893926,0.0079840319361277,0.4781864841745081,0.0,0.0,,0.544910192489624,3507
copy_last,clean,5,1,0.7252137853728934,0.8932243461124351,0.8092190657426642,0.9669232962646136,0.0145423438836612,0.0022811519817507,0.4781864841745081,0.0,0.0,,0.1340177059173584,3507
copy_last,clean,5,2,0.6143932727315377,0.7606145497496986,0.6875039112406182,0.9455374964357,0.0245223838038209,0.003706871970345,0.4781864841745081,0.0,0.0,,0.2706016302108764,3507
copy_last,clean,5,3,0.5425747018731429,0.6637367799055733,0.6031557408893582,0.9204448246364414,0.0339321357285429,0.0051325919589392,0.4781864841745081,0.0,0.0,,0.3977758884429931,3507
copy_last,clean,5,4,0.4906277328865963,0.5909672286703824,0.5407974807784893,0.8990590248075278,0.0427715996578272,0.0065583119475335,0.4781864841745081,0.0,0.0,,0.4836041927337646,3507
copy_last,clean,5,5,0.4504736714855806,0.5352168536453579,0.4928452625654692,0.8779583689763331,0.0513259195893926,0.0079840319361277,0.4781864841745081,0.0,0.0,,0.544910192489624,3507
copy_last,distractor,5,1,0.7252137853728934,0.8932243461124351,0.8092190657426642,0.9669232962646136,0.0145423438836612,0.0022811519817507,0.4781864841745081,0.0,0.0,,0.1340177059173584,3507
copy_last,distractor,5,2,0.6143932727315377,0.7606145497496986,0.6875039112406182,0.9455374964357,0.0245223838038209,0.003706871970345,0.4781864841745081,0.0,0.0,,0.2706016302108764,3507
copy_last,distractor,5,3,0.5425747018731429,0.6637367799055733,0.6031557408893582,0.9204448246364414,0.0339321357285429,0.0051325919589392,0.4781864841745081,0.0,0.0,,0.3977758884429931,3507
copy_last,distractor,5,4,0.4906277328865963,0.5909672286703824,0.5407974807784893,0.8990590248075278,0.0427715996578272,0.0065583119475335,0.4781864841745081,0.0,0.0,,0.4836041927337646,3507
copy_last,distractor,5,5,0.4504736714855806,0.5352168536453579,0.4928452625654692,0.8779583689763331,0.0513259195893926,0.0079840319361277,0.4781864841745081,0.0,0.0,,0.544910192489624,3507
copy_last,frame_drop,5,1,0.7252137853728934,0.8932243461124351,0.8092190657426642,0.9669232962646136,0.0145423438836612,0.0022811519817507,0.4781864841745081,0.0,0.0,,0.1340177059173584,3507
copy_last,frame_drop,5,2,0.6143932727315377,0.7606145497496986,0.6875039112406182,0.9455374964357,0.0245223838038209,0.003706871970345,0.4781864841745081,0.0,0.0,,0.2706016302108764,3507
copy_last,frame_drop,5,3,0.5425747018731429,0.6637367799055733,0.6031557408893582,0.9204448246364414,0.0339321357285429,0.0051325919589392,0.4781864841745081,0.0,0.0,,0.3977758884429931,3507
copy_last,frame_drop,5,4,0.4906277328865963,0.5909672286703824,0.5407974807784893,0.8990590248075278,0.0427715996578272,0.0065583119475335,0.4781864841745081,0.0,0.0,,0.4836041927337646,3507
copy_last,frame_drop,5,5,0.4504736714855806,0.5352168536453579,0.4928452625654692,0.8779583689763331,0.0513259195893926,0.0079840319361277,0.4781864841745081,0.0,0.0,,0.544910192489624,3507
copy_last,lowlight,5,1,0.7252137853728934,0.8932243461124351,0.8092190657426642,0.9669232962646136,0.0145423438836612,0.0022811519817507,0.4781864841745081,0.0,0.0,,0.1340177059173584,3507
copy_last,lowlight,5,2,0.6143932727315377,0.7606145497496986,0.6875039112406182,0.9455374964357,0.0245223838038209,0.003706871970345,0.4781864841745081,0.0,0.0,,0.2706016302108764,3507
copy_last,lowlight,5,3,0.5425747018731429,0.6637367799055733,0.6031557408893582,0.9204448246364414,0.0339321357285429,0.0051325919589392,0.4781864841745081,0.0,0.0,,0.3977758884429931,3507
copy_last,lowlight,5,4,0.4906277328865963,0.5909672286703824,0.5407974807784893,0.8990590248075278,0.0427715996578272,0.0065583119475335,0.4781864841745081,0.0,0.0,,0.4836041927337646,3507
copy_last,lowlight,5,5,0.4504736714855806,0.5352168536453579,0.4928452625654692,0.8779583689763331,0.0513259195893926,0.0079840319361277,0.4781864841745081,0.0,0.0,,0.544910192489624,3507
copy_last,noise,5,1,0.7252137853728934,0.8932243461124351,0.8092190657426642,0.9669232962646136,0.0145423438836612,0.0022811519817507,0.4781864841745081,0.0,0.0,,0.1340177059173584,3507
copy_last,noise,5,2,0.6143932727315377,0.7606145497496986,0.6875039112406182,0.9455374964357,0.0245223838038209,0.003706871970345,0.4781864841745081,0.0,0.0,,0.2706016302108764,3507
copy_last,noise,5,3,0.5425747018731429,0.6637367799055733,0.6031557408893582,0.9204448246364414,0.0339321357285429,0.0051325919589392,0.4781864841745081,0.0,0.0,,0.3977758884429931,3507
copy_last,noise,5,4,0.4906277328865963,0.5909672286703824,0.5407974807784893,0.8990590248075278,0.0427715996578272,0.0065583119475335,0.4781864841745081,0.0,0.0,,0.4836041927337646,3507
copy_last,noise,5,5,0.4504736714855806,0.5352168536453579,0.4928452625654692,0.8779583689763331,0.0513259195893926,0.0079840319361277,0.4781864841745081,0.0,0.0,,0.544910192489624,3507
copy_last,occlusion,5,1,0.5235341848694977,0.787348311232618,0.6554412480510579,0.9595095523239237,0.0153977758768177,0.0022811519817507,0.7944111776447106,0.0,0.0,,0.3615626096725464,3507
copy_last,occlusion,5,2,0.4427604900917558,0.6741381241837953,0.5584493071377755,0.9272882805816938,0.0282292557741659,0.003706871970345,0.7944111776447106,0.0,0.0,,0.5680068731307983,3507
copy_last,occlusion,5,3,0.3912568936649566,0.5911916246917323,0.4912242591783444,0.8970630168234959,0.039349871685201,0.0051325919589392,0.7944111776447106,0.0,0.0,,0.6843456029891968,3507
copy_last,occlusion,5,4,0.3539812282707863,0.5295739740305508,0.4417776011506686,0.8708297690333618,0.0479041916167664,0.0065583119475335,0.7944111776447106,0.0,0.0,,0.7570573091506958,3507
copy_last,occlusion,5,5,0.3254667526910932,0.4818412282855198,0.4036539904883065,0.8483033932135728,0.0575990875392073,0.0079840319361277,0.7944111776447106,0.0,0.0,,0.8075277805328369,3507
flow_linear_fallback,blur,10,1,0.7684584029298602,0.9265083279023232,0.8474833654160918,0.9728802992518704,0.010286783042394,0.0021820448877805,0.4937655860349127,0.0014427175451776,0.0,,0.1150249242782592,3208
flow_linear_fallback,blur,10,2,0.66028823212857,0.8226512692342317,0.741469750681401,0.9445137157107232,0.0199501246882793,0.0037406483790523,0.5099750623441397,0.0014427175451776,0.0,,0.2094762921333313,3208
flow_linear_fallback,blur,10,3,0.5815118037690669,0.7231378016739407,0.6523248027215038,0.9223815461346634,0.0280548628428927,0.0052992518703241,0.5327306733167082,0.0014427175451776,0.0,,0.3229426145553589,3208
flow_linear_fallback,blur,10,4,0.5341437496849829,0.6551820246759593,0.594662887180471,0.9074189526184538,0.0386533665835411,0.0071695760598503,0.5330423940149626,0.0014427175451776,0.0,,0.4021196961402893,3208
flow_linear_fallback,blur,10,5,0.4900338166931344,0.591429797163963,0.5407318069285487,0.8880922693266833,0.0483167082294264,0.0087281795511221,0.5305486284289277,0.0014427175451776,0.0,,0.4756857752799988,3208
flow_linear_fallback,blur,10,6,0.450621711955082,0.5331131396574664,0.4918674258062742,0.8665835411471322,0.0557980049875311,0.0099750623441396,0.529925187032419,0.0014427175451776,0.0,,0.5342892408370972,3208
flow_linear_fallback,blur,10,7,0.4146012600602373,0.4828745544495135,0.4487379072548754,0.8447630922693267,0.0670199501246882,0.0105985037406483,0.5280548628428927,0.0014427175451776,0.0,,0.5969451665878296,3208
flow_linear_fallback,blur,10,8,0.381882792602268,0.4405834646401354,0.4112331286212016,0.816708229426434,0.088216957605985,0.0115336658354114,0.527431421446384,0.0014427175451776,0.0,,0.6496258974075317,3208
flow_linear_fallback,blur,10,9,0.3526102573019055,0.4036309923935773,0.3781206248477414,0.7917705735660848,0.1062967581047381,0.0124688279301745,0.5243142144638404,0.0014427175451776,0.0,,0.7004364132881165,3208
flow_linear_fallback,blur,10,10,0.3263417646880213,0.3724270780176716,0.3493844213528465,0.760286783042394,0.1237531172069825,0.0130922693266832,0.523067331670823,0.0014427175451776,0.0,,0.7381546497344971,3208
flow_linear_fallback,clean,10,1,0.7682331276274461,0.9262052613979712,0.8472191945127087,0.9731920199501248,0.0109102244389027,0.0021820448877805,0.4903366583541147,0.0014340785144056,0.0,,0.1162717938423156,3208
flow_linear_fallback,clean,10,2,0.6601729486239338,0.8220266498469821,0.7410997992354581,0.9454488778054864,0.020573566084788,0.0037406483790523,0.5077930174563591,0.0014340785144056,0.0,,0.2088528871536255,3208
flow_linear_fallback,clean,10,3,0.5813577343475927,0.7222779514564579,0.6518178429020253,0.9223815461346634,0.0277431421446384,0.0052992518703241,0.5346009975062345,0.0014340785144056,0.0,,0.3226309418678283,3208
flow_linear_fallback,clean,10,4,0.5341490625418772,0.6547879151039666,0.5944684888229218,0.9074189526184538,0.0389650872817955,0.0071695760598503,0.5324189526184538,0.0014340785144056,0.0,,0.4030548334121704,3208
flow_linear_fallback,clean,10,5,0.4900464291608757,0.5910314351710102,0.540538932165943,0.8884039900249376,0.0483167082294264,0.0087281795511221,0.5324189526184538,0.0014340785144056,0.0,,0.4744389057159424,3208
flow_linear_fallback,clean,10,6,0.4506513236237506,0.5331209923606668,0.4918861579922087,0.8672069825436409,0.0561097256857855,0.0099750623441396,0.5302369077306733,0.0014340785144056,0.0,,0.5361596345901489,3208
flow_linear_fallback,clean,10,7,0.4147485076017338,0.4827668072404255,0.4487576574210796,0.845074812967581,0.0673316708229426,0.0105985037406483,0.5283665835411472,0.0014340785144056,0.0,,0.5972568988800049,3208
flow_linear_fallback,clean,10,8,0.3819897704787754,0.4406408315984323,0.4113153010386039,0.8170199501246883,0.0875935162094763,0.0115336658354114,0.5258728179551122,0.0014340785144056,0.0,,0.649937629699707,3208
flow_linear_fallback,clean,10,9,0.3526659644806303,0.4037479583604488,0.3782069614205396,0.7908354114713217,0.1062967581047381,0.0124688279301745,0.5236907730673317,0.0014340785144056,0.0,,0.6998130083084106,3208
flow_linear_fallback,clean,10,10,0.3264284188066073,0.3725216055815284,0.3494750121940678,0.7596633416458853,0.125,0.0130922693266832,0.5215087281795511,0.0014340785144056,0.0,,0.7378429174423218,3208
flow_linear_fallback,distractor,10,1,0.7656577624673527,0.924777255613092,0.8452175090402225,0.9716334164588528,0.0105985037406483,0.0021820448877805,0.489713216957606,0.0014323707369021,0.0,,0.1137780547142028,3208
flow_linear_fallback,distractor,10,2,0.6581438929878611,0.8197212575254404,0.7389325752566507,0.9438902743142144,0.0202618453865336,0.0037406483790523,0.5093516209476309,0.0014323707369021,0.0,,0.2082294225692749,3208
flow_linear_fallback,distractor,10,3,0.5804576031385612,0.7210714791875563,0.6507645411630587,0.923004987531172,0.0283665835411471,0.0052992518703241,0.5374064837905237,0.0014323707369021,0.0,,0.3263715505599975,3208
flow_linear_fallback,distractor,10,4,0.5347404985308523,0.6561435424906409,0.5954420205107465,0.9077306733167082,0.037718204488778,0.006857855361596,0.5352244389027432,0.0014323707369021,0.0,,0.399937629699707,3208
flow_linear_fallback,distractor,10,5,0.4919151424436737,0.5939935406603329,0.5429543415520033,0.891209476309227,0.0458229426433915,0.0084164588528678,0.5349127182044888,0.0014323707369021,0.0,,0.4741271734237671,3208
flow_linear_fallback,distractor,10,6,0.4521838406146408,0.5355176105694034,0.4938507255920222,0.8687655860349127,0.0545511221945137,0.0099750623441396,0.53428927680798,0.0014323707369021,0.0,,0.5342892408370972,3208
flow_linear_fallback,distractor,10,7,0.4161536733211409,0.4852642054277153,0.4507089393744281,0.8472568578553616,0.0626558603491271,0.0105985037406483,0.5314837905236908,0.0014323707369021,0.0,,0.5981919765472412,3208
flow_linear_fallback,distractor,10,8,0.3831100331531099,0.4427752761374505,0.4129426546452802,0.8201371571072319,0.0838528678304239,0.0115336658354114,0.5305486284289277,0.0014323707369021,0.0,,0.6477556228637695,3208
flow_linear_fallback,distractor,10,9,0.3537712314062557,0.4060963596815102,0.3799337955438829,0.7908354114713217,0.1038029925187032,0.0124688279301745,0.529925187032419,0.0014323707369021,0.0,,0.6991895437240601,3208
flow_linear_fallback,distractor,10,10,0.3273166667836484,0.3742433108493883,0.3507799888165184,0.7615336658354115,0.119077306733167,0.0130922693266832,0.5271197007481296,0.0014323707369021,0.0,,0.7378429174423218,3208
flow_linear_fallback,frame_drop,10,1,0.6824110999056576,0.8439715930931095,0.7631913464993836,0.945137157107232,0.01714463840399,0.0021820448877805,0.5006234413965087,0.002980664555535,0.0,,0.1779925227165222,3208
flow_linear_fallback,frame_drop,10,2,0.558645187589238,0.6814213494871958,0.6200332685382168,0.8983790523690773,0.041147132169576,0.003428927680798,0.5317955112219451,0.002980664555535,0.0,,0.3603491187095642,3208
flow_linear_fallback,frame_drop,10,3,0.4752913545623044,0.5642066533008376,0.519749003931571,0.868142144638404,0.0673316708229426,0.0049875311720698,0.5685785536159601,0.002980664555535,0.0,,0.4918952584266662,3208
flow_linear_fallback,frame_drop,10,4,0.4303867158627573,0.5046271941994599,0.4675069550311086,0.845074812967581,0.0807356608478803,0.0065461346633416,0.5639027431421446,0.002980664555535,0.0,,0.5673316717147827,3208
flow_linear_fallback,frame_drop,10,5,0.3874582250565041,0.4471441624301238,0.417301193743314,0.8117206982543641,0.0972568578553615,0.0081047381546134,0.560785536159601,0.002980664555535,0.0,,0.6318578720092773,3208
flow_linear_fallback,frame_drop,10,6,0.3475731486812295,0.3981781658182139,0.3728756572497216,0.7727556109725686,0.1172069825436409,0.0093516209476309,0.5570448877805486,0.002980664555535,0.0,,0.6938902735710144,3208
flow_linear_fallback,frame_drop,10,7,0.3116175748472494,0.3576425653789112,0.3346300701130803,0.7238154613466334,0.1465087281795511,0.0093516209476309,0.5542394014962594,0.002980664555535,0.0,,0.7422069907188416,3208
flow_linear_fallback,frame_drop,10,8,0.279796733364281,0.3215201071228937,0.3006584202435874,0.6708229426433915,0.1829800498753117,0.010286783042394,0.5476932668329177,0.002980664555535,0.0,,0.7877181768417358,3208
flow_linear_fallback,frame_drop,10,9,0.2540212396867243,0.2898260114749357,0.2719236255808299,0.6265586034912718,0.2291147132169576,0.010286783042394,0.5430174563591023,0.002980664555535,0.0,,0.8210723400115967,3208
flow_linear_fallback,frame_drop,10,10,0.2325007482082859,0.2642345155304616,0.2483676318693737,0.5866583541147132,0.2696384039900249,0.0096633416458852,0.5380299251870324,0.002980664555535,0.0,,0.8428927659988403,3208
flow_linear_fallback,lowlight,10,1,0.7684371836965707,0.9269652453308056,0.8477012145136881,0.9744389027431422,0.0109102244389027,0.0021820448877805,0.4900249376558603,0.0014141836701588,0.0,,0.1147131919860839,3208
flow_linear_fallback,lowlight,10,2,0.6609644046067267,0.8240828459850609,0.7425236252958937,0.9457605985037406,0.0208852867830423,0.0037406483790523,0.5090399002493765,0.0014141836701588,0.0,,0.2079176902770996,3208
flow_linear_fallback,lowlight,10,3,0.5826245452005941,0.7245334664314192,0.6535790058160067,0.923004987531172,0.027431421446384,0.0052992518703241,0.537718204488778,0.0014141836701588,0.0,,0.3226309418678283,3208
flow_linear_fallback,lowlight,10,4,0.5351631396763934,0.6571438140327057,0.5961534768545496,0.9077306733167082,0.037718204488778,0.0071695760598503,0.5364713216957606,0.0014141836701588,0.0,,0.4005610942840576,3208
flow_linear_fallback,lowlight,10,5,0.4909437226439034,0.5928624057050108,0.5419030641744571,0.8893391521197007,0.0458229426433915,0.0087281795511221,0.5352244389027432,0.0014141836701588,0.0,,0.4728803038597107,3208
flow_linear_fallback,lowlight,10,6,0.451434417307718,0.5345094298800004,0.4929719235938592,0.8697007481296758,0.0561097256857855,0.0099750623441396,0.5321072319201995,0.0014141836701588,0.0,,0.5349127054214478,3208
flow_linear_fallback,lowlight,10,7,0.415433145345412,0.4835174990778829,0.4494753222116475,0.8463216957605985,0.0670199501246882,0.0105985037406483,0.5333541147132169,0.0014141836701588,0.0,,0.5969451665878296,3208
flow_linear_fallback,lowlight,10,8,0.3825632370864587,0.4411715015650167,0.4118673693257377,0.817643391521197,0.0866583541147132,0.0115336658354114,0.5289900249376559,0.0014141836701588,0.0,,0.6490024924278259,3208
flow_linear_fallback,lowlight,10,9,0.3532297595546738,0.4040945815228244,0.378662170538749,0.7908354114713217,0.1062967581047381,0.0124688279301745,0.5264962593516209,0.0014141836701588,0.0,,0.6979426145553589,3208
flow_linear_fallback,lowlight,10,10,0.3269378582511739,0.3728208310102289,0.3498793446307013,0.7599750623441397,0.1237531172069825,0.0130922693266832,0.5246259351620948,0.0014141836701588,0.0,,0.7372194528579712,3208
flow_linear_fallback,noise,10,1,0.7679327618523855,0.9260228529533614,0.8469778074028734,0.9735037406483792,0.0105985037406483,0.0021820448877805,0.4925187032418953,0.0014382944643267,0.0,,0.1165835261344909,3208
flow_linear_fallback,noise,10,2,0.6600061393630844,0.8217310760360614,0.740868607699573,0.945137157107232,0.0202618453865336,0.0037406483790523,0.5121571072319202,0.0014382944643267,0.0,,0.2088528871536255,3208
