method,stress,max_h,h,iou,boundary_f,jf,ops,vanish,hallucination,split,components,mce,pred_area,gt_area,uncertainty,confidence,brier_iou50,uec,ece_iou50,aurc_unc,selective_jf_80,n_rows,n_samples
convlstm_base,frame_drop,10,1,0.7300634278605933,0.8547227976916252,0.7923931127761092,0.9819201995012468,0.0134039900249376,0.000935162094763,0.3082917705735661,1.7381546134663342,0.0034865888864961,0.062401724773353,0.0593433797640231,0.0,0.9956010547362064,0.1220156595742613,,0.1184189915657043,0.2986793997147518,0.7826247215270996,3208,3208
convlstm_base,frame_drop,10,2,0.6380591590365956,0.7163337907586319,0.6771964748976138,0.957294264339152,0.024002493765586,0.0012468827930174,0.3304239401496259,1.6864089775561095,0.0034865888864961,0.0639569458785761,0.0595522336465693,0.0,0.9919118524489556,0.2169917902892962,,0.2129218625903426,0.3937806876038183,0.6665545105934143,3208,3208
convlstm_base,frame_drop,10,3,0.5776132146910348,0.6121769969809592,0.5948951058359969,0.9385910224438904,0.0352244389027431,0.0021820448877805,0.3506857855361596,1.6599127182044888,0.0034865888864961,0.0661053529371017,0.0597427127169056,0.0,0.988858724770106,0.3007398785795654,,0.2971504982421523,0.4597711126487297,0.5833505392074585,3208,3208
convlstm_base,frame_drop,10,4,0.5307224274478048,0.5321717210492032,0.531447074248504,0.9192643391521196,0.0386533665835411,0.003428927680798,0.3500623441396508,1.6087905236907731,0.0034865888864961,0.067738343553551,0.0599221905766183,0.0,0.986033908149548,0.3710733144509227,,0.3685152043130927,0.5104586310708025,0.5198777914047241,3208,3208
convlstm_base,frame_drop,10,5,0.4930815211432243,0.4708450242623165,0.4819632727027704,0.9002493765586035,0.0470698254364089,0.0049875311720698,0.3282418952618454,1.5364713216957606,0.0034865888864961,0.0691916618230898,0.0600730872742189,0.0,0.9833899138871572,0.4375753056378733,,0.436008358536813,0.5511888692374781,0.4712736010551452,3208,3208
convlstm_base,frame_drop,10,6,0.4609327543666867,0.4206428064163553,0.440787780391521,0.8809226932668329,0.0586034912718204,0.0065461346633416,0.3051745635910224,1.4697630922693268,0.0034865888864961,0.0704298603399271,0.0602081713170415,0.0,0.9807841236751872,0.4958639653246302,,0.4957467046870555,0.5849607372195916,0.4315969049930572,3208,3208
convlstm_base,frame_drop,10,7,0.4317814538451323,0.3780405780421327,0.4049110159436324,0.858790523690773,0.0716957605985037,0.0074812967581047,0.2752493765586035,1.3968204488778055,0.0034865888864961,0.0715145323540108,0.0603258614396084,0.0,0.9781628083112532,0.5396950536237988,,0.5417538249581829,0.6144608246974114,0.3977077901363373,3208,3208
convlstm_base,frame_drop,10,8,0.4057555883643136,0.3416854313365572,0.3737205098504355,0.8369700748129676,0.0860349127182044,0.0090399002493765,0.2412718204488778,1.3357231920199502,0.0034865888864961,0.0725305503872696,0.0604134736942366,0.0,0.9755175963898848,0.5803674081168567,,0.5846198487683127,0.6410413065729899,0.3682659566402435,3208,3208
convlstm_base,frame_drop,10,9,0.3827390852558857,0.312006920551275,0.3473730029035803,0.8114089775561097,0.0972568578553615,0.010286783042394,0.2107231920199501,1.2718204488778055,0.0034865888864961,0.0735109180715745,0.0604720227967407,0.0,0.9727965851971634,0.6202747998689475,,0.6274100694424494,0.6643624201800773,0.3432137668132782,3208,3208
convlstm_base,frame_drop,10,10,0.3621431044964406,0.2867187433183398,0.3244309239073901,0.7892768079800498,0.1131546134663341,0.0109102244389027,0.1873441396508728,1.2281795511221945,0.0034865888864961,0.0744921990001125,0.0604981094491419,0.0,0.9699384351620948,0.6533447499584378,,0.6635169581024725,0.684183201824449,0.3215573132038116,3208,3208
convlstm_base,lowlight,10,all,0.5327435657353975,0.5395684803242962,0.5361560230298468,0.8961346633416459,0.0560473815461346,0.0056421446384039,0.2519950124688279,1.40963216957606,0.0025604512042349,0.0652208750516828,0.0600551242675104,0.0,0.9866225853822476,0.3921709698483236,,0.3917347696728243,0.5068880571251577,0.530349612236023,32080,3208
convlstm_base,lowlight,10,1,0.7731229785007744,0.8922672957470051,0.8326951371238898,0.98285536159601,0.013715710723192,0.000935162094763,0.310785536159601,1.776496259351621,0.0025604512042349,0.0601696797638066,0.0593433797640231,0.0,0.9964497630435628,0.103050872200445,,0.0999410152435302,0.2547556428338884,0.8228747248649597,3208,3208
convlstm_base,lowlight,10,2,0.6864956868634609,0.7824784213367977,0.7344870541001293,0.9604114713216958,0.0221321695760598,0.0015586034912718,0.3117206982543641,1.5972568578553616,0.0025604512042349,0.0611651244339238,0.0595522336465693,0.0,0.993796331924096,0.1570793862949285,,0.1530856562968799,0.3421136622510949,0.7241464853286743,3208,3208
convlstm_base,lowlight,10,3,0.6213948257032158,0.6802612887841201,0.6508280572436679,0.9376558603491272,0.0293017456359102,0.0024937655860349,0.2942643391521197,1.5077930174563592,0.0025604512042349,0.0626353461777414,0.0597427127169056,0.0,0.9916738001188437,0.236755046538284,,0.232945629040202,0.4122839439688161,0.6407340168952942,3208,3208
convlstm_base,lowlight,10,4,0.5692831466153109,0.5960481448801519,0.5826656457477314,0.9208229426433916,0.0389650872817955,0.003428927680798,0.280860349127182,1.4448254364089776,0.0025604512042349,0.0637256836884568,0.0599221905766183,0.0,0.98961154243298,0.3146772537742767,,0.3116190069891568,0.4686278417039589,0.5736867189407349,3208,3208
convlstm_base,lowlight,10,5,0.5261526913981182,0.5270728186359381,0.5266127550170282,0.9067955112219452,0.0495635910224438,0.0046758104738154,0.2690149625935162,1.3890274314214464,0.0025604512042349,0.0648448560402379,0.0600730872742189,0.0,0.9876177780646042,0.3817942916157834,,0.3794507289728024,0.5147879571783752,0.5199418663978577,3208,3208
convlstm_base,lowlight,10,6,0.4894062693895065,0.4689246084321249,0.4791654389108157,0.8899625935162094,0.0595386533665835,0.0059226932668329,0.2546758104738154,1.354426433915212,0.0025604512042349,0.0658932604199137,0.0602081713170415,0.0,0.9855850486089464,0.4403009732762477,,0.4391386235258228,0.5533790842118381,0.4743987619876861,3208,3208
