method,stress,max_h,iou,boundary_f,jf,ops,vanish,hallucination,split,mce,uncertainty,uec,ece_iou50,brier_iou50,aurc_unc,selective_jf_80,n_samples
linear_centroid,clean,10,0.4806227857749867,0.5709866241958417,0.5258047049854141,0.8610660847880299,0.0646197007481296,0.0084788029925187,0.4768391521197007,0.0002857486507726,0.0,,0.4942955374717712,0.4942955112219451,0.560995100062322,0.5188043713569641,3208
linear_centroid,clean,5,0.593941043518728,0.7243995905004732,0.6591703170096006,0.923239235814086,0.0313658397490732,0.0051325919589392,0.4771029369831765,0.000276207577197,0.0,,0.3154833316802978,0.3154833190761335,0.4388348860039141,0.6537544131278992,3507
linear_centroid_scale,clean,10,0.4583191024097595,0.5371998247339842,0.4977594635718718,0.842861596009975,0.0776807980049875,0.0073566084788029,0.4550498753117207,0.001477871505409,0.0,,0.5229114294052124,0.5229114713216958,0.5765178953301279,0.4960640966892242,3208
linear_centroid_scale,clean,5,0.5753852469118955,0.6976440071304493,0.6365146270211725,0.9179925862560592,0.034901625320787,0.0043912175648702,0.4619903051040775,0.0012572706094337,0.0,,0.3406900763511657,0.3406900484744796,0.4577607351412428,0.6327860951423645,3507
object_token_det,clean,10,0.3048801938232507,0.2461791951890528,0.2755296945061518,0.8220386533665835,0.0671134663341646,0.0068266832917705,0.1469763092269326,0.0018051565747084,0.0,,0.7932892849060365,0.7824286785431931,0.7162868898589878,0.2752457857131958,3208
object_token_det,clean,5,0.3967859529100979,0.3188274765482436,0.3578067147291707,0.8924436840604505,0.0429997148560022,0.0050755631593954,0.0871970345024237,0.0035617247088758,0.0,,0.6374085395024106,0.6352972328136,0.6313053478418512,0.3515893816947937,3507
object_token_full,clean,10,0.3288203451742073,0.2402939047977252,0.2845571249859662,0.856140897755611,0.0547069825436409,0.0083229426433915,0.1246882793017456,0.0135352531273401,0.0024765104910084,-0.2267991031775036,0.770326842397377,0.7556893899256452,0.7299141697782692,0.2808734774589538,3208
object_token_full,clean,5,0.3734171361786249,0.2986007345292346,0.3360089353539298,0.8853721129170231,0.0444824636441402,0.0038779583689763,0.0571428571428571,0.0149066744041288,0.0025288332756136,-0.2779027667091502,0.7037347862242564,0.6987382443909091,0.6972971200424253,0.3331754803657532,3507
object_token_no_geom,clean,10,0.1199357346994702,0.099563615833251,0.1097496752663606,0.389214463840399,0.4510286783042394,0.0084788029925187,0.0317643391521197,0.0056771645937109,0.000189634013057,-0.3554167949289286,0.8860489047766476,0.8124505207276999,0.9346169660389638,0.093647725880146,3208
object_token_no_geom,clean,5,0.1270547344282908,0.1078335184763687,0.1174441264523298,0.4201881950384944,0.4192757342457941,0.0051325919589392,0.2072996863416025,0.0082803972311528,0.0002860795102093,-0.2588346654450457,0.8948492663077285,0.8409268968901404,0.9278487744437184,0.103650651872158,3507
safeobjworld_r_det,clean,10,0.5351130584139547,0.5409358121485943,0.5380244352812745,0.911845386533666,0.0444201995012468,0.0058915211970074,0.2308915211970074,0.0018278946494923,0.0,,0.393625883878838,0.3936805762629259,0.5020806684248639,0.5314640402793884,3208
safeobjworld_r_det,clean,5,0.6395617628836414,0.6972452118348629,0.6684034873592523,0.9550042771599658,0.0257770173937838,0.0026233247790134,0.2837182777302537,0.0028585407487187,0.0,,0.2316099696938455,0.2349303379744113,0.3939021736909012,0.6618683934211731,3507
safeobjworld_r_full,clean,10,0.533460965222969,0.5457620235642494,0.5396114943936091,0.915430174563591,0.0407730673316708,0.0066708229426433,0.2738778054862842,0.0026079144590256,0.0005487443651641,0.1437348151831637,0.3933110241302082,0.3939071298611729,0.4794328707800795,0.5537999868392944,3208
safeobjworld_r_full,clean,5,0.6334879980058297,0.6952730218530425,0.6643805099294362,0.9575135443398916,0.0226404334188765,0.0030795551753635,0.276475620188195,0.0029501878377922,0.0004306784171068,0.2161708388431686,0.2392141919751979,0.2430435785582373,0.3867594030434602,0.675437331199646,3507
safeobjworld_r_image_only,clean,10,0.1012003106332283,0.1393968793515157,0.120298594992372,0.360006234413965,0.410785536159601,0.0084788029925187,0.6347256857855361,0.017227997685075,0.0022173044891874,0.0198019754114488,0.8981460563819902,0.8276720554008151,0.8952839850495817,0.1216115057468414,3208
safeobjworld_r_image_only,clean,5,0.1409263623150716,0.1846959042396522,0.1628111332773619,0.5236954662104363,0.1850584545195323,0.0051325919589392,0.9393783860849728,0.0205276425392218,0.0036854203725629,0.0861697483872585,0.8661407230347012,0.7783854347095213,0.85383307914933,0.1669648438692093,3507
safeobjworld_r_mask_only,clean,10,0.5341091802697894,0.5415609318122804,0.5378350560410348,0.9096945137157108,0.0444201995012468,0.0063279301745635,0.2795822942643391,0.0029050688710436,0.000423976777126,0.0294231701537861,0.385098099037819,0.386335689074678,0.5133385806704308,0.5396950840950012,3208
safeobjworld_r_mask_only,clean,5,0.6271157458165862,0.6871002661385514,0.6571080059775688,0.9560878243512974,0.0226974622184203,0.0037639007698887,0.2226974622184203,0.0030563408690167,0.0004367621562947,0.1744207129992674,0.236957608232615,0.242420361148757,0.4081176114365382,0.6645989418029785,3507
safeobjworld_r_no_area,clean,10,0.5319994008471293,0.54658851007327,0.5392939554601996,0.9174251870324188,0.0379052369077306,0.006577306733167,0.2797693266832918,0.0025343017384786,0.0006234118728863,0.1553821343393303,0.3970392163777886,0.3975984766150353,0.4742112646010464,0.5552418828010559,3208
safeobjworld_r_no_area,clean,5,0.6328747856695839,0.6941599779734614,0.6635173818215226,0.9572854291417164,0.0226974622184203,0.003193612774451,0.2813800969489592,0.0031034317641934,0.0004433841082592,0.2235007982917159,0.2391514733947849,0.2430021605261853,0.3878276456288699,0.6755317449569702,3507
safeobjworld_r_no_split,clean,10,0.5348631904565941,0.5509940515337184,0.5429286209951563,0.9160536159600996,0.0391209476309226,0.0069513715710723,0.2700436408977556,0.0026595998900304,0.0005144779837488,0.1657229623259087,0.3924691064176416,0.3930240888325056,0.4834206668283988,0.5564733743667603,3208
safeobjworld_r_no_split,clean,5,0.635650896248578,0.7043201456317089,0.6699855209401435,0.9584830339321356,0.0197319646421442,0.0039920159680638,0.282406615340747,0.0028983871523371,0.0004423730455642,0.2267094265694398,0.2406191996437618,0.2442255521860767,0.3774231132708879,0.6832695603370667,3507
safeobjworld_r_no_stress,clean,10,0.5372489131133138,0.5547376783436452,0.5459932957284795,0.9122506234413964,0.0432044887780548,0.0062032418952618,0.3002493765586035,0.002794566879734,0.0005638692555879,0.165687846542658,0.3867514239972517,0.3871121039117066,0.4711375556054146,0.5614064931869507,3208
safeobjworld_r_no_stress,clean,5,0.6421965495696809,0.7114184232624868,0.6768074864160838,0.9609923011120616,0.0193897918448816,0.0039349871685201,0.2753350441973196,0.0028138151550872,0.0004040715869145,0.2059721053074849,0.2316927069675422,0.2349671188704744,0.3730762776432198,0.688389003276825,3507
safeobjworld_r_no_temporal,clean,10,0.5325345519613047,0.5465792269796037,0.5395568894704542,0.914993765586035,0.0410847880299251,0.0067643391521197,0.2739401496259351,0.0025969669829973,0.0005777509543961,0.1646272130211553,0.394951831413772,0.3954090201275009,0.4777620493601444,0.5558775067329407,3208
safeobjworld_r_no_temporal,clean,5,0.6333533377750239,0.6943492292661254,0.6638512835205747,0.9577416595380668,0.0225263758197889,0.0030795551753635,0.2731679498146564,0.0030377506813495,0.0004464967148168,0.2034991113194821,0.2392435840095996,0.2431197990948296,0.3871531963651697,0.6741558909416199,3507
