method,stress,jf,ops,vanish,hallucination,split,mce
safeobjworld_r_image_only,noise,0.1177204244898599,0.3527743142144638,0.4223192019950125,0.0084788029925187,0.6229738154613467,0.0174624251412273
safeobjworld_r_image_only,noise,0.160543252075305,0.5169090390647277,0.1903621328771029,0.0051325919589392,0.940575990875392,0.0212188953890254
safeobjworld_r_mask_only,noise,0.5378350560410348,0.9096945137157108,0.0444201995012468,0.0063279301745635,0.2795822942643391,0.0029050688710436
safeobjworld_r_mask_only,noise,0.6571080059775688,0.9560878243512974,0.0226974622184203,0.0037639007698887,0.2226974622184203,0.0030563408690167
object_token_full,noise,0.2847329196099948,0.8560785536159601,0.0547381546134663,0.0083229426433915,0.1248129675810473,0.0135317864229104
object_token_full,noise,0.3361062745995143,0.8854291417165668,0.044539492443684,0.0039349871685201,0.0566295979469632,0.0149192736552027
object_token_det,noise,0.2762562991819596,0.8237531172069825,0.0677057356608478,0.0068266832917705,0.1461034912718204,0.0018035775296767
object_token_det,noise,0.3581927567994437,0.8927288280581693,0.0429997148560022,0.0050755631593954,0.0880524664955802,0.0035620099995825
object_token_no_geom,noise,0.109726730606386,0.3893703241895261,0.4511221945137157,0.0084788029925187,0.0317019950124688,0.0056770152090565
object_token_no_geom,noise,0.1173128305764481,0.4212147134302823,0.4197319646421443,0.0051325919589392,0.204448246364414,0.0082542887511199
copy_last,occlusion,0.4215289177898669,0.8336658354114713,0.0626558603491271,0.0084164588528678,0.8001870324189526,0.0
copy_last,occlusion,0.5101092812012304,0.9005988023952096,0.0376960364984317,0.0051325919589392,0.7944111776447106,0.0
linear_centroid,occlusion,0.4041088259463709,0.804145885286783,0.091147132169576,0.0083852867830423,0.7890274314214464,0.0007334156823399
linear_centroid,occlusion,0.5108872666090218,0.8931280296549757,0.0443684060450527,0.0051325919589392,0.7914456800684345,0.0007510297302402
linear_centroid_scale,occlusion,0.378899936368426,0.7801745635910224,0.1073877805486284,0.0074189526184538,0.7368453865336658,0.0027206651718027
linear_centroid_scale,occlusion,0.4906838729193153,0.8810949529512404,0.053207869974337,0.0043912175648702,0.7596236099230111,0.0022737251227328
flow_warp,occlusion,0.4353319238153018,0.8351309226932668,0.0617830423940149,0.0083852867830423,0.852493765586035,0.0016893709248976
flow_warp,occlusion,0.5379755651079978,0.9097234103222128,0.0311947533504419,0.0049615055603079,0.8209865982321072,0.0018506073197965
flow_linear_fallback,occlusion,0.4366728435408746,0.8357231920199502,0.0697007481296758,0.0084164588528678,0.8226309226932669,0.002139257736847
flow_linear_fallback,occlusion,0.5423389057969029,0.9122897063016824,0.0319931565440547,0.0049615055603079,0.815112631879099,0.0045538584030688
convlstm_base,occlusion,0.4481281075438922,0.88285536159601,0.0567331670822942,0.0049563591022443,0.5857543640897755,0.0033323810496399
convlstm_base,occlusion,0.5517579378865417,0.9348731109210152,0.0335899629312803,0.0019389791844881,0.6471628172226974,0.0041517670810958
convlstm_stress,occlusion,0.5152456850228443,0.9,0.0481296758104738,0.0052057356608478,0.3101620947630922,0.0025939840358619
convlstm_stress,occlusion,0.6247783607493939,0.9428001140575992,0.0279441117764471,0.0025662959794696,0.4183632734530938,0.0035602307810596
safeobjworld_r_full,occlusion,0.5167226606123173,0.9076683291770572,0.0395573566084788,0.0066708229426433,0.3271197007481297,0.0028920348368935
safeobjworld_r_full,occlusion,0.6313917402854091,0.9503279155973768,0.0232107214143142,0.002965497576276,0.3341317365269461,0.0032394306386687
safeobjworld_r_no_temporal,occlusion,0.5160375019714207,0.9079488778054864,0.0396197007481296,0.0068266832917705,0.3270885286783042,0.0029325971927261
safeobjworld_r_no_temporal,occlusion,0.6310335572492843,0.9493013972055888,0.0232107214143142,0.0030225263758197,0.3262617621899059,0.0033435636459635
safeobjworld_r_no_split,occlusion,0.5198624190798835,0.9098815461346632,0.0392456359102244,0.0067643391521197,0.3131546134663341,0.0028939521153384
safeobjworld_r_no_split,occlusion,0.6347023520670706,0.9518106643855146,0.0211006558311947,0.0035357855717137,0.3561448531508411,0.0032349749993749
safeobjworld_r_no_area,occlusion,0.5178641501409919,0.9099127182044888,0.0371259351620947,0.0067643391521197,0.297786783042394,0.0027924009925445
safeobjworld_r_no_area,occlusion,0.6304753076167027,0.9481037924151696,0.0229826062161391,0.0030795551753635,0.3335044197319646,0.0034044478981861
safeobjworld_r_no_stress,occlusion,0.4567282110794351,0.8907107231920199,0.0488466334164588,0.0055798004987531,0.6193266832917705,0.0036301698112006
safeobjworld_r_no_stress,occlusion,0.5626540262697701,0.9469632164242944,0.0230966638152266,0.0035357855717137,0.6455089820359281,0.0036998932048965
safeobjworld_r_det,occlusion,0.5144102433753068,0.9050498753117208,0.0442019950124688,0.0050187032418952,0.2157730673316708,0.001920012539899
safeobjworld_r_det,occlusion,0.6368934716648118,0.9446250356429996,0.0281151981750784,0.0025662959794696,0.3312802965497576,0.0032148520172399
safeobjworld_r_image_only,occlusion,0.2008112215881982,0.6709788029925187,0.1520573566084788,0.0084164588528678,0.6582605985037406,0.0126049543221318
safeobjworld_r_image_only,occlusion,0.2122988226172047,0.7071571143427431,0.0736241802110065,0.0051325919589392,0.8940975192472198,0.0148310033572662
safeobjworld_r_mask_only,occlusion,0.4951332995353749,0.8986596009975062,0.0492830423940149,0.0061097256857855,0.4680174563591022,0.0037648673861418
safeobjworld_r_mask_only,occlusion,0.604887251668515,0.946506986027944,0.0248075278015397,0.003193612774451,0.4427145708582834,0.0041051639323136
object_token_full,occlusion,0.284673015522932,0.8458541147132169,0.0590710723192019,0.008291770573566,0.1144638403990025,0.0135204088880353
object_token_full,occlusion,0.3253157700783595,0.8767037353863701,0.0503564299971485,0.0034217279726261,0.0572569147419446,0.0147974317959359
object_token_det,occlusion,0.2690071156149456,0.8005922693266833,0.0773067331670823,0.0068266832917705,0.1504364089775561,0.0018307841922715
object_token_det,occlusion,0.3520707961933136,0.8897633304818934,0.0465355004277159,0.0050185343598517,0.1011120615911035,0.003732420005933
object_token_no_geom,occlusion,0.1017702241733318,0.3628740648379052,0.4811097256857855,0.0084788029925187,0.0294576059850374,0.0055447184285827
object_token_no_geom,occlusion,0.1110428887048602,0.3989164528086684,0.4402623324779013,0.0051325919589392,0.2120901055032791,0.0078908386297408
