epoch,train_loss,val_loss,seconds,method,max_h
1,0.553022822800811,0.38455731282010674,122.41345596313477,safeobjworld_r_det,5
2,0.46488289934330884,0.3681808521505445,135.91053462028503,safeobjworld_r_det,5
3,0.44520413830300065,0.378631379455328,142.0110330581665,safeobjworld_r_det,5
4,0.4333637017845888,0.35777968540787697,155.0272295475006,safeobjworld_r_det,5
5,0.4250097717973189,0.4197760345414281,130.6806993484497,safeobjworld_r_det,5
6,0.41871789204810866,0.35865452513098717,131.55195713043213,safeobjworld_r_det,5
7,0.4129219615684469,0.34955490240827203,130.6561942100525,safeobjworld_r_det,5
8,0.40710464546638736,0.35730122961103916,131.36027145385742,safeobjworld_r_det,5
9,0.40255191171641286,0.3507606815546751,132.70463371276855,safeobjworld_r_det,5
10,0.39802926572976194,0.35279040643945336,131.98846983909607,safeobjworld_r_det,5
